collection_ID	collection_start_date	sex	collection_comment	developmental_stage	collection_end_date	GPS_qualifier	trap_duration	f2	species_identification_method	attractant	duration.check	trap_number	species	GPS_latitude	sample_count	trap_type	GPS_longitude	NotEmpty	repeateInstance	sample_ID
soroti_collection_00201	2016-06-06	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-06-06	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	21	PSC	33.736604	notEmpty	TRUE	soroti_sample_00289
soroti_collection_00133	2016-06-04	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-06-07	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	4	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	FALSE	soroti_sample_00290
soroti_collection_00133	2016-06-04	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-06-07	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	2	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00291
soroti_collection_00133	2016-06-04	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-06-07	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	10	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00292
soroti_collection_00133	2016-06-04	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-06-07	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	12	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00293
soroti_collection_00044	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	150	HLC-IN	33.736604	notEmpty	FALSE	soroti_sample_00294
soroti_collection_00044	2016-07-12	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	13	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00295
soroti_collection_00044	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	46	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00296
soroti_collection_00044	2016-07-12	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	10	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00297
soroti_collection_00044	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	14	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00298
soroti_collection_00044	2016-07-12	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	15	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00299
soroti_collection_00044	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	664	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00300
soroti_collection_00099	2016-07-12	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	1	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00301
soroti_collection_00099	2016-07-12	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	3	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00302
soroti_collection_00099	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	118	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00303
soroti_collection_00099	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	83	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00304
soroti_collection_00099	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	4	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00305
soroti_collection_00099	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	14	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00306
soroti_collection_00099	2016-07-12	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	25	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00307
soroti_collection_00099	2016-07-12	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-07-15	IA	1		MORPHO	none	3	3	Culicidae	1.717417	1	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00308
soroti_collection_00202	2016-07-16	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	5	PSC	33.736604	notEmpty	FALSE	soroti_sample_00309
soroti_collection_00202	2016-07-16	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	8	PSC	33.736604	notEmpty	TRUE	soroti_sample_00310
soroti_collection_00202	2016-07-16	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	234	PSC	33.736604	notEmpty	TRUE	soroti_sample_00311
soroti_collection_00202	2016-07-16	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	5	PSC	33.736604	notEmpty	TRUE	soroti_sample_00312
soroti_collection_00202	2016-07-16	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	337	PSC	33.736604	notEmpty	TRUE	soroti_sample_00313
soroti_collection_00202	2016-07-16	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	3	PSC	33.736604	notEmpty	TRUE	soroti_sample_00314
soroti_collection_00202	2016-07-16	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-16	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	2	PSC	33.736604	notEmpty	TRUE	soroti_sample_00315
soroti_collection_00134	2016-07-14	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-17	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	1	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	FALSE	soroti_sample_00316
soroti_collection_00134	2016-07-14	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-17	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	46	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00317
soroti_collection_00134	2016-07-14	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-17	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	7	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00318
soroti_collection_00134	2016-07-14	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-17	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	1	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00319
soroti_collection_00134	2016-07-14	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-17	IA	1		MORPHO	none	3	3	Culicidae	1.717417	4	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00320
soroti_collection_00134	2016-07-14	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-07-17	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	4	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00321
soroti_collection_00203	2016-08-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	291	PSC	33.736604	notEmpty	FALSE	soroti_sample_00322
soroti_collection_00203	2016-08-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	12	PSC	33.736604	notEmpty	TRUE	soroti_sample_00323
soroti_collection_00203	2016-08-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	2	PSC	33.736604	notEmpty	TRUE	soroti_sample_00324
soroti_collection_00203	2016-08-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	7	PSC	33.736604	notEmpty	TRUE	soroti_sample_00325
soroti_collection_00203	2016-08-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	5	PSC	33.736604	notEmpty	TRUE	soroti_sample_00326
soroti_collection_00203	2016-08-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	344	PSC	33.736604	notEmpty	TRUE	soroti_sample_00327
soroti_collection_00203	2016-08-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	6	PSC	33.736604	notEmpty	TRUE	soroti_sample_00328
soroti_collection_00203	2016-08-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-09	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	23	PSC	33.736604	notEmpty	TRUE	soroti_sample_00329
soroti_collection_00045	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	74	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00330
soroti_collection_00045	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	176	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00331
soroti_collection_00045	2016-08-09	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	26	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00332
soroti_collection_00045	2016-08-09	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	9	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00333
soroti_collection_00045	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	590	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00334
soroti_collection_00045	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	23	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00335
soroti_collection_00100	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	17	HLC-OUT	33.736604	notEmpty	FALSE	soroti_sample_00336
soroti_collection_00100	2016-08-09	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	12	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00337
soroti_collection_00100	2016-08-09	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	4	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00338
soroti_collection_00100	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	96	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00339
soroti_collection_00100	2016-08-09	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-08-12	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	10	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00340
soroti_collection_00135	2016-08-10	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-13	IA	1		MORPHO	none	3	3	Culicidae	1.717417	2	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00341
soroti_collection_00135	2016-08-10	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-13	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	7	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00342
soroti_collection_00135	2016-08-10	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-13	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	16	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00343
soroti_collection_00135	2016-08-10	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-13	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	50	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00344
soroti_collection_00135	2016-08-10	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-08-13	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	10	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00345
soroti_collection_00046	2016-09-05	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	621	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00346
soroti_collection_00046	2016-09-05	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	4	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00347
soroti_collection_00046	2016-09-05	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	3	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00348
soroti_collection_00046	2016-09-05	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	36	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00349
soroti_collection_00101	2016-09-05	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	4	HLC-OUT	33.736604	notEmpty	FALSE	soroti_sample_00350
soroti_collection_00101	2016-09-05	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	1	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00351
soroti_collection_00101	2016-09-05	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	56	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00352
soroti_collection_00101	2016-09-05	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-09-08	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	34	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00353
soroti_collection_00204	2016-09-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	3	PSC	33.736604	notEmpty	FALSE	soroti_sample_00354
soroti_collection_00204	2016-09-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	185	PSC	33.736604	notEmpty	TRUE	soroti_sample_00355
soroti_collection_00204	2016-09-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	2	PSC	33.736604	notEmpty	TRUE	soroti_sample_00356
soroti_collection_00204	2016-09-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Culicidae	1.717417	1	PSC	33.736604	notEmpty	TRUE	soroti_sample_00357
soroti_collection_00204	2016-09-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	418	PSC	33.736604	notEmpty	TRUE	soroti_sample_00358
soroti_collection_00204	2016-09-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	14	PSC	33.736604	notEmpty	TRUE	soroti_sample_00359
soroti_collection_00204	2016-09-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	2	PSC	33.736604	notEmpty	TRUE	soroti_sample_00360
soroti_collection_00204	2016-09-09	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	7	PSC	33.736604	notEmpty	TRUE	soroti_sample_00361
soroti_collection_00204	2016-09-09	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-09	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	40	PSC	33.736604	notEmpty	TRUE	soroti_sample_00362
soroti_collection_00136	2016-09-08	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-11	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	6	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	FALSE	soroti_sample_00363
soroti_collection_00136	2016-09-08	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-11	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	30	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00364
soroti_collection_00136	2016-09-08	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-11	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	24	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00365
soroti_collection_00136	2016-09-08	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-11	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	9	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00366
soroti_collection_00136	2016-09-08	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-09-11	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	1	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00367
soroti_collection_00047	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	9	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00368
soroti_collection_00047	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	65	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00369
soroti_collection_00047	2016-10-17	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	2	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00370
soroti_collection_00047	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	4	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00371
soroti_collection_00047	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	608	HLC-IN	33.736604	notEmpty	TRUE	soroti_sample_00372
soroti_collection_00102	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	45	HLC-OUT	33.736604	notEmpty	FALSE	soroti_sample_00373
soroti_collection_00102	2016-10-17	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	4	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00374
soroti_collection_00102	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Anopheles gambiae sensu lato	1.717417	1	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00375
soroti_collection_00102	2016-10-17	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 3nights.	adult	2016-10-20	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	29	HLC-OUT	33.736604	notEmpty	TRUE	soroti_sample_00376
soroti_collection_00205	2016-10-21	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	253	PSC	33.736604	notEmpty	FALSE	soroti_sample_00377
soroti_collection_00205	2016-10-21	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Mansonia genus sp.	1.717417	2	PSC	33.736604	notEmpty	TRUE	soroti_sample_00378
soroti_collection_00205	2016-10-21	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Anopheles funestus sensu lato	1.717417	624	PSC	33.736604	notEmpty	TRUE	soroti_sample_00379
soroti_collection_00205	2016-10-21	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	1	PSC	33.736604	notEmpty	TRUE	soroti_sample_00380
soroti_collection_00205	2016-10-21	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	22	PSC	33.736604	notEmpty	TRUE	soroti_sample_00381
soroti_collection_00205	2016-10-21	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	42	PSC	33.736604	notEmpty	TRUE	soroti_sample_00382
soroti_collection_00205	2016-10-21	male	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-21	IA	1		MORPHO	none	0	12	Culex sp.	1.717417	4	PSC	33.736604	notEmpty	TRUE	soroti_sample_00383
soroti_collection_00137	2016-10-19	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-22	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	4	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	FALSE	soroti_sample_00384
soroti_collection_00137	2016-10-19	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-22	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	25	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00385
soroti_collection_00137	2016-10-19	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-22	IA	1		MORPHO	none	3	3	Anopheles funestus sensu lato	1.717417	1	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00386
soroti_collection_00137	2016-10-19	male	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-22	IA	1		MORPHO	none	3	3	Mansonia genus sp.	1.717417	14	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00387
soroti_collection_00137	2016-10-19	female	This is the sum of 3 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-10-22	IA	1		MORPHO	none	3	3	Culex sp.	1.717417	2	INDOOR CDC LIGHT TRAP	33.736604	notEmpty	TRUE	soroti_sample_00388
soroti_collection_00206	2016-11-08	female	This is the sum of 12 houses/traps. There was one night of collection per trap, but collection were made over 1nights.	adult	2016-11-08	IA	1		MORPHO	none	0	12	Anopheles gambiae sensu lato	1.717417	31	PSC	33.736604	notEmpty	TRUE	soroti_sample_00389
